,name,department,rating,total_ratings,would take again,difficulty
2292,Gretchen Charrier,Accounting,4.2,37 ratings,90%,3.4
2293,Mary Vaughan,Mathematics,4.3,3 ratings,100%,4.3
2294,Kasey Faust,Engineering,5.0,7 ratings,100%,2.6
2295,George Flaherty,Art History,4.2,19 ratings,89%,2.5
2296,Lyndon Gill,Ethnic Studies,5.0,6 ratings,100%,2.7
2297,Gregory Knapp,Geography,4.3,35 ratings,80%,2
2298,George Pollak,Biology,4.3,33 ratings,86%,3.2
2299,Tse-Min Lin,Government,3.0,1 ratings,100%,2
2300,Daniyar Saparov,Science,5.0,2 ratings,100%,1
2301,Kathleen Kelleher,Government,0.0,0 ratings,N/A,0
2302,Allison Zengilowski,Psychology,5.0,6 ratings,100%,2
2303,Vincent Snyder,Architecture,2.0,2 ratings,75%,4
2304,Lizy John,Engineering,0.0,0 ratings,N/A,0
2305,Altha Rodin,Mathematics,4.5,17 ratings,100%,3.6
2306,Robert A. Joseph,Psychology,2.5,7 ratings,0%,3.4
2307,Gary Underwood,English,2.2,12 ratings,N/A,3.3
2308,Nathaniel Raley Woodward,Mathematics,4.7,36 ratings,95%,2.8
2309,Jishnu Shankar,Asian Studies,4.7,3 ratings,100%,3
2310,Richard Taylor,Health Science,3.9,21 ratings,75%,3.8
2311,Liza Goodstein,Literature,4.3,4 ratings,100%,2.3
2312,John Hasenbein,Engineering,4.5,4 ratings,100%,2.5
2313,Dragan Djurdjanovic,Engineering,3.0,1 ratings,80%,4
2314,Ashish Deshpande,Engineering,3.3,4 ratings,67%,3.5
2315,Micky Marinelli,Biology,3.8,6 ratings,72%,3.7
2316,Joseph Straubhaar,Communication,3.0,24 ratings,50%,3.4
2317,Yoav Dicapua,Middle Eastern Studies,4.0,12 ratings,75%,3.3
2318,Tracie Matysik,History,4.6,10 ratings,100%,3
2319,Kevin Folliard,Engineering,3.2,6 ratings,60%,3.2
2320,Tej Anand,Business,5.0,42 ratings,100%,2.9
2321,Yasmiyn Irizarry,Ethnic Studies,3.2,5 ratings,60%,3.6
2322,Faegheh Shirazi,Humanities,4.4,10 ratings,100%,3.3
2323,Jose Perez,Design,5.0,2 ratings,100%,3.5
2324,Matthew Lease,Computer Science,2.3,3 ratings,72%,4.3
2325,Vincent Vanderheijden,Languages,3.0,14 ratings,72%,3.8
2326,Rowan Martindale,Geology,3.8,12 ratings,75%,3.2
2327,Carlos Hidrovo-Chavez,Engineering,5.0,1 ratings,100%,4
2328,Hyun Hwang,Accounting,4.3,3 ratings,100%,2.3
2329,Mia Markey,Engineering,0.0,0 ratings,N/A,0
2330,Jennifer Wilson,Science,5.0,2 ratings,100%,1.5
2331,Dawit Kidane-Mulat,Pharmacy,1.0,1 ratings,0%,3
2332,Kim Beckwith,Kinesiology Health,2.9,7 ratings,43%,3.3
2333,Hao-Yun Hsiao,Kinesiology amp Health,3.0,1 ratings,67%,2
2334,Alan Tully,History,3.5,8 ratings,38%,3.1
2335,Hans Frex,Spanish & Portuguese,5.0,1 ratings,100%,4
2336,Chris Sullivan,Biology,3.8,9 ratings,63%,4.1
2337,Lauren Dobbs,Science,5.0,4 ratings,100%,3
2338,Helen Schneider,Economics,3.7,80 ratings,81%,2.7
2339,Stephen Trejo,Economics,4.5,5 ratings,100%,3.8
2340,Nevitt Reesor,Philosophy,3.4,5 ratings,100%,3.2
2341,Seema Agarwala,Biology,2.8,4 ratings,50%,4
2342,Jonathan Crosson,Anthropology,0.0,0 ratings,N/A,0
2343,Arturo De Lozanne,Biology,4.8,5 ratings,100%,3
2344,Luisa Fandino,Design,2.0,1 ratings,67%,5
2345,Ji Ma,Statistics amp Data Science,1.0,2 ratings,0%,4
2346,Tom Rauzi,Management,3.0,2 ratings,86%,4
2347,Jeffrey Chen,Biology,1.0,1 ratings,0%,4
2348,Molly Pollk,Geography,3.8,4 ratings,50%,3.5
2349,Camila Torres Castro,Spanish amp Portuguese,5.0,3 ratings,100%,3
2350,Nicole Smith,Philosophy,4.2,23 ratings,87%,2.6
2351,Stephen Magee,Finance,4.0,1 ratings,50%,3
2352,Valerio Rossi,Italian,1.0,1 ratings,88%,4
2353,Sara Hussain,Kinesiology amp Health,5.0,1 ratings,100%,3
2354,Christopher McClellan,Business,4.7,6 ratings,100%,2.3
2355,Tyrone Porter,Biomedical Engineering,0.0,0 ratings,100%,0
2356,Swathi Reddy,Social Work,0.0,0 ratings,N/A,0
2357,Hillary Corwin,Government,5.0,1 ratings,100%,2
2358,Katherina Payne,Education,0.0,0 ratings,N/A,0
2359,Colin MacCormack,Classics,5.0,6 ratings,100%,2.5
2360,Kaya de Barbaro,Psychology,3.7,7 ratings,72%,2.7
2361,Lee Edwards,Accounting,0.0,0 ratings,N/A,0
2362,John Keppelman,Anthropology,0.0,0 ratings,N/A,0
2363,Lisa Neff,Human Dev amp Family Sciences,5.0,6 ratings,100%,2
2364,Guy Raffa,Italian,4.4,17 ratings,95%,2.4
2365,Kristen Oglesbee,Education,1.0,2 ratings,0%,3.5
2366,Iliana Sosa,Film,5.0,1 ratings,100%,1
2367,Noah Isenberg,Film,5.0,1 ratings,100%,2
2368,James Hackett,Philosophy,5.0,3 ratings,100%,3
2369,Mark Townsend,Mathematics,0.0,0 ratings,N/A,0
2370,Gwendolyn Stovall,Chemistry,3.0,10 ratings,67%,3.3
2371,Pablo Reinoso-Andres,Spanish & Portuguese,5.0,6 ratings,100%,3.2
2372,Rasha Diab,Writing,2.6,13 ratings,34%,4.4
2373,Laura Gonzales,Spanish Portuguese,2.0,2 ratings,0%,4
2374,Samuel Twito,Sociology,3.0,8 ratings,70%,2.2
2375,Carol MacKay,English,4.8,6 ratings,100%,2.7
2376,Jennifer Austin,Mathematics,5.0,1 ratings,100%,1
2377,Steven Gray,Management,4.6,9 ratings,89%,3.1
2378,Ivan Chaar Lopez,American Studies,3.3,4 ratings,50%,3.5
2379,Krishan Malik,Engineering,2.5,10 ratings,67%,2.2
2380,Maria Franklin,Anthropology,4.4,11 ratings,95%,3.4
2381,Samuel Woolley,Journalism,4.8,8 ratings,100%,2.5
2382,Hannah Lewis,Music,4.5,9 ratings,89%,3.1
2383,elizabeth keating,Anthropology,3.0,3 ratings,67%,2.7
2384,Raoul Hernandez,Journalism,5.0,1 ratings,100%,2
2385,Michael Young,Sociology,4.3,14 ratings,92%,2.5
2386,Gustavo De Veciana,Engineering,4.5,4 ratings,100%,4
2387,Mallary Tenore,Journalism,5.0,1 ratings,100%,3
2388,Darla Castelli,Education,3.7,3 ratings,75%,2.3
2389,Michael Endl,Astronomy,4.3,23 ratings,87%,2.6
2390,Carolyn Dunlap,Spanish & Portuguese,4.6,9 ratings,89%,2.5
2391,Mary Anderson,Management,0.0,0 ratings,100%,0
2392,Michael Sury,Finance,4.4,72 ratings,86%,3.8
2393,Myan Aljets,Design,0.0,0 ratings,100%,0
2394,Scott Aaronson,Computer Science,0.0,0 ratings,100%,0
2395,Janet Davis,American Studies,4.4,22 ratings,79%,2.9
2396,Javier Auyero,Sociology,3.6,43 ratings,75%,2.7
2397,Michael Holleran,Architecture,4.5,2 ratings,100%,3
2398,Toyin Falola,History,2.8,24 ratings,58%,2.6
2399,Sarah Abraham,Computer Science,3.9,13 ratings,75%,2.9
2400,Oksana Lutsyshyna,Women's Studies,4.5,6 ratings,75%,2.3
2401,Delia Montesinos,Spanish & Portuguese,4.4,14 ratings,84%,3
2402,Sonya Seeman,Music,4.5,4 ratings,100%,2.5
2403,Cheng-Wei Lin,Middle Eastern Studies,4.3,3 ratings,100%,3.7
2404,Joel Johnson,Geology,3.5,29 ratings,60%,3.1
2405,Yoel Villahermosa,Spanish amp Portuguese,5.0,13 ratings,100%,2.6
2406,Elizabeth Pettit,Sociology,4.0,1 ratings,100%,2
2407,Robyn Croft,Communication,5.0,1 ratings,100%,2
2408,Susan De Luca,Social Work,2.2,10 ratings,50%,3.9
2409,Saikishan Suryanarayanan,Engineering,1.0,1 ratings,0%,5
2410,Pamela Buchanan,Physical Ed,2.8,7 ratings,43%,2.4
2411,Walter Buenger,History,3.3,3 ratings,67%,3
2412,Vox Hsu,Writing,5.0,1 ratings,100%,3
2413,Alex Armonda,Education,5.0,3 ratings,100%,2.3
2414,Emily Brown,Psychology,4.8,7 ratings,100%,2.1
2415,Miriam Schoenfield,Philosophy,4.0,7 ratings,100%,2.1
2416,Christopher Wlezien,Government,4.1,6 ratings,84%,3
2417,Dinorah Cossio,Spanish & Portuguese,4.0,3 ratings,34%,3.7
2418,Ciara Nugent,Statistics,3.0,2 ratings,75%,4
2419,Pat Davis,Pharmacy,4.9,11 ratings,100%,1.8
2420,Kim Fromme,Psychology,3.4,9 ratings,50%,2.6
2421,Danielle Berg,Astronomy,3.5,2 ratings,87%,4
2422,Can Kilic,Physics,4.5,12 ratings,93%,3.1
2423,Shelly Rodriguez,Science,4.9,15 ratings,100%,1.7
2424,Zeynep Somer-Topcu,Political Science,3.3,13 ratings,62%,4
2425,P Barrish,English,4.5,14 ratings,100%,2.8
2426,John Luecke,Mathematics,3.5,18 ratings,50%,3.1
2427,Steve Mims,Film,3.3,6 ratings,50%,3.3
2428,Stephanie Holmsten,International Studies,4.1,22 ratings,90%,3.2
2429,Erik Dempsey,Classics,4.5,21 ratings,100%,3.8
2430,Lauren Meyers,Biology,4.3,4 ratings,67%,1.8
2431,Kyle Shen,Government,5.0,1 ratings,100%,2
2432,James Buhler,Music,3.4,26 ratings,59%,2.7
2433,Ethan Warren,Classics,3.0,1 ratings,0%,3
2434,Donato Loia,Art History,4.4,5 ratings,80%,2.2
2435,Catherine Hough,Social Work,4.5,2 ratings,100%,3
2436,Nicholas Fey,Engineering,4.0,1 ratings,100%,3
2437,Lauren Webb,Chemistry,3.3,26 ratings,43%,3.8
2438,Stanley Gunn,Information Science,5.0,1 ratings,100%,2
2439,Patrick Badolato,Accounting,3.7,13 ratings,72%,4.2
2440,Jonathan Jarvis,Anthropology,5.0,4 ratings,100%,1.2
2441,Karen Ostlund,Science,4.0,10 ratings,70%,2.1
2442,Lisa Sigafoos,Education,4.6,7 ratings,88%,2
2443,Caitlin Orsini,Psychology,4.4,5 ratings,84%,3
2444,Diane Rhodes,Social Work,5.0,8 ratings,100%,2
2445,Dina Inman-Ramgolam,Communication,4.5,2 ratings,100%,2.5
2446,Sandi Rosenbloom,Architecture,0.0,0 ratings,N/A,0
2447,Heather Pelletier,French & Italian,4.5,21 ratings,90%,3.2
2448,Noel Busch-Armendariz,Social Work,4.0,9 ratings,89%,2.4
2449,Ellen Rathje,Engineering,3.2,7 ratings,60%,3.9
2450,Eric Fahrenthold,Engineering,4.7,3 ratings,100%,1.7
2451,Boris Corredor,Spanish & Portuguese,0.0,0 ratings,100%,0
2452,Trey Lockett,Music,5.0,1 ratings,100%,1
2453,Victor Garre Leon,Spanish & Portuguese,4.0,1 ratings,100%,4
2454,Raymond Thompson,Communication,1.0,2 ratings,34%,4
2455,Katherine Davis,Mathematics,3.5,114 ratings,62%,2.6
2456,Ron Elber,Chemistry,3.9,4 ratings,100%,3
2457,Brian Belardi,Engineering,4.0,1 ratings,100%,5
2458,Mark Kirkpatrick,Biology,3.2,12 ratings,67%,3.9
2459,Ariel Evans,Art History,3.8,6 ratings,50%,3.3
2460,Flávio Azevedo,Education,4.8,4 ratings,100%,3.5
2461,Jack Turner,Physics,2.7,9 ratings,75%,3.6
2462,George Forgie,History,4.5,23 ratings,71%,3.9
2463,Joel Rollins,Communication,2.8,19 ratings,48%,3.5
2464,Sandra Straubhaar,Social Science,3.5,6 ratings,72%,2.2
2465,Michael Webber,Engineering,4.8,4 ratings,100%,2.5
2466,Ryan Kelly,Fine Arts,5.0,3 ratings,100%,1.3
2467,Aryan Mokhtari,Engineering,3.0,3 ratings,60%,2.7
2468,Dana Ballard,Computer Science,3.4,9 ratings,40%,2.4
2469,Ryan Wallace,Journalism,2.0,2 ratings,0%,3.5
2470,Charles Mullins,Engineering,4.8,5 ratings,100%,4.2
2471,Eric Senning,Neuroscience,1.0,3 ratings,0%,4.3
2472,Christopher Meakin,Business,3.7,19 ratings,77%,3.1
2473,Arianna Avalle,French & Italian,0.0,0 ratings,N/A,0
2474,Richard Hazeltine,Physics,5.0,1 ratings,100%,4
2475,Quilan Arnold,Theatre & Dance,0.0,0 ratings,N/A,0
2476,Bertram Gawronski,Psychology,4.2,10 ratings,67%,3.9
2477,Emily Emison,Writing,5.0,2 ratings,100%,2
2478,Steven Bowers,Finance,5.0,3 ratings,100%,3
2479,Mina Kim,Languages,4.9,10 ratings,100%,2.4
2480,Caryn Conley,Management Info Systems,2.5,20 ratings,35%,4.1
2481,George Christian,English,4.7,52 ratings,88%,3
2482,Mariah Wade,Anthropology,2.3,26 ratings,34%,3.7
2483,Phil Isett,Mathematics,0.0,0 ratings,0%,0
2484,Anthony Di Fiore,Anthropology,0.0,0 ratings,N/A,0
2485,Christy Moore,English,3.5,2 ratings,50%,3.5
2486,Sapun Parekh,Biomedical Engineering,2.0,2 ratings,67%,4
2487,James Wadman,Chemistry,5.0,8 ratings,100%,2.8
2488,Ann Repp,Psychology,4.5,53 ratings,91%,2.2
2489,Paola Canova,Anthropology,4.3,2 ratings,100%,3
2490,Earl Swartzlander,Engineering,4.5,13 ratings,100%,1.5
2491,Amy Melton,Music,5.0,1 ratings,100%,2
2492,Yvon Delville,Psychology,3.2,14 ratings,20%,3.2
2493,Gregory Rodin,Physics,3.3,28 ratings,57%,4.2
2494,David Allen,Geography,4.0,3 ratings,80%,3.7
2495,Loukas Kallivokas,Civil Engineering,3.0,10 ratings,59%,4
2496,Minette Drumwright,Communication,4.2,16 ratings,90%,3.4
2497,Jorge Balat,Economics,0.0,0 ratings,100%,0
2498,Mary Poteet,Biology,3.0,42 ratings,53%,2.9
2499,Jennifer Jones Barbour,Communication,4.6,31 ratings,93%,2.8
2500,Caroline Rohm,Music,1.7,3 ratings,0%,3.7
2501,Eric Webber,Advertising,0.0,0 ratings,100%,0
2502,Lina Sela,Engineering,4.4,5 ratings,100%,2.2
2503,Rebecca Le Borgne,Languages,4.5,6 ratings,100%,3.3
2504,Blinda McClelland,Science,3.6,57 ratings,73%,2.7
2505,Dalpat Rajpurohit,Asian Studies,2.2,9 ratings,54%,2.8
2506,Kathryn Harden,Psychology,3.0,21 ratings,67%,3.7
2507,Benjamin Brower,History,3.0,9 ratings,13%,3.5
2508,Kerry Knerr,American Studies,4.6,8 ratings,88%,3.5
2509,Bradley Love,Psychology,5.0,2 ratings,100%,1.5
2510,Bill Wolesensky,Mathematics,4.9,155 ratings,100%,2.7
2511,Kanthimathi Sathasivan,Mathematics,2.4,58 ratings,36%,3.6
2512,Heather Rice,Languages,4.7,3 ratings,100%,3.7
2513,Julie Hardwick,History,3.7,15 ratings,50%,3.4
2514,Karen Grumberg,Middle Eastern Studies,4.5,2 ratings,100%,4
2515,Sahil Maherali,Business,4.8,10 ratings,100%,2.1
2516,JK Barret,English,4.4,5 ratings,86%,4.2
2517,Antonia Chimonidou,Science,4.3,9 ratings,91%,2.1
2518,Lauren DePue,Chemistry,5.0,2 ratings,100%,1
2519,Sarah Sutcliffe,Chemistry,2.9,166 ratings,24%,3.3
2520,Ryan Romero,Communication,3.5,11 ratings,50%,3.2
2521,Lauren Ehrlich,Biology,3.7,3 ratings,67%,4
2522,Steve Reese,Journalism,3.3,30 ratings,63%,3
2523,Jorge Zornberg,Civil Engineering,1.0,2 ratings,0%,5
2524,Joseph Kileel,Mathematics,1.5,2 ratings,34%,4.5
2525,Justin Havird,Biology,5.0,5 ratings,100%,3.8
2526,Jason Rosenblum,Education,1.0,1 ratings,0%,4
2527,Jason Cons,Anthropology,3.9,12 ratings,75%,3.5
2528,Jossianna Arroyo,Spanish & Portuguese,5.0,1 ratings,100%,4
2529,Amy Sanders,Journalism,3.0,14 ratings,34%,4.4
2530,Philip Treisman,Mathematics,4.4,91 ratings,97%,3.8
2531,Stacy Jorgensen,Health Science,5.0,1 ratings,100%,1
2532,Jeffrey Danciger,Mathematics,4.2,26 ratings,80%,2.7
2533,Harold McMillan,Communication,0.0,0 ratings,N/A,0
2534,Dede Sparks,Social Work,5.0,1 ratings,100%,1
2535,Antonio Gonzalez,Biology,5.0,3 ratings,100%,1.7
2536,Lauren Hampton,Education,2.0,3 ratings,34%,3.7
2537,Benjamin Gregg,Government,3.8,16 ratings,60%,3.3
2538,Brandon Lamson,English,0.0,0 ratings,100%,0
2539,Steve Friesen,Religion,4.3,4 ratings,67%,3
2540,Kaori Duffey,Languages,5.0,7 ratings,100%,2.9
2541,Nabanjan Maitra,Asian Studies,5.0,1 ratings,100%,1
2542,Amanda Hager,Mathematics,4.6,96 ratings,100%,2.5
2543,Kathryn Tackett,Education,4.7,27 ratings,97%,1.4
2544,Sharon Strover,Computer Science,0.0,0 ratings,N/A,0
2545,Doug Bruster,English,4.7,51 ratings,94%,2.7
2546,Gladys Valdez,Psychology,3.0,1 ratings,67%,3
2547,Douglas Biow,French & Italian,4.4,24 ratings,89%,2.7
2548,Shannon O'Brien,Government,4.4,17 ratings,97%,2.2
2549,Joshua Frank,Spanish & Portuguese,4.6,5 ratings,100%,2.8
2550,Michael Dale,Philosophy,5.0,11 ratings,100%,3.1
2551,James Fleet,Nutrition,3.2,5 ratings,50%,3.4
2552,Fred Valdez,Anthropology,4.2,53 ratings,99%,1.5
2553,Kaila Schedeen,Art History,0.0,0 ratings,100%,0
2554,Henry Rylander,Biomedical Engineering,3.0,1 ratings,100%,4
2555,Laura Suggs,Biomedical Engineering,3.0,1 ratings,100%,4
2556,Bahar Tahamtani,American Studies,5.0,1 ratings,100%,2
2557,Tonia Guida,Humanities,0.0,0 ratings,100%,0
2558,Nicole Yanez,Humanities,0.0,0 ratings,N/A,0
2559,John Bimbiras,Music,5.0,2 ratings,100%,1
2560,Elizabeth Hendrick,English,3.9,4 ratings,50%,2.5
2561,John (Johnny) Butler,Management,2.6,4 ratings,34%,2.5
2562,Don Crowley,Kinesiology amp Health,5.0,4 ratings,100%,1
2563,Chris Aarons,Marketing,4.3,44 ratings,87%,3.7
2564,Michael Hasler,Business,2.3,9 ratings,53%,3.6
2565,Cate Graziani,Social Work,2.0,1 ratings,0%,4
2566,Zully Guerra,Social Work,4.0,1 ratings,100%,3
2567,Xiao Ding,Social Work,5.0,1 ratings,100%,2
2568,Thomas Connolly,Engineering,4.0,8 ratings,100%,3.3
2569,Mike Ryan,Biology,4.2,4 ratings,100%,3.2
2570,Bobby Leshikar,English,5.0,5 ratings,100%,4
2571,Avigail Noy,Middle Eastern Studies,5.0,1 ratings,100%,3
2572,Alberto Martinez,History,4.5,16 ratings,94%,3
2573,Oscar Gonzalez,Mathematics,3.3,9 ratings,77%,4.1
2574,Ian Myers,Government,0.0,0 ratings,N/A,0
2575,Timothy Beach,Geography,2.5,4 ratings,40%,4.2
2576,Soo Hyun Yang,Chemistry,0.0,0 ratings,N/A,0
2577,Christopher Beevers,Psychology,4.4,28 ratings,92%,2.9
2578,Ed Yu,Engineering,4.0,21 ratings,86%,4.4
2579,Brian Trinque,Economics,2.5,7 ratings,45%,4.4
2580,Rosental Alves,Journalism,4.5,2 ratings,100%,2.5
2581,Kate Pounders,Advertising,4.2,64 ratings,90%,2.7
2582,Can Cenik,Biology,0.0,0 ratings,100%,0
2583,Edward Marcotte,Biology,0.0,0 ratings,N/A,0
2584,Brett Siegel,Film,4.8,5 ratings,100%,2.6
2585,Alida Perrine,Spanish & Portuguese,4.8,4 ratings,100%,2.5
2586,Jennifer Gillespie,Geology,1.0,2 ratings,34%,3
2587,Tara Dudley,Architecture,0.0,0 ratings,100%,0
2588,Gary Wilcox,Communication,3.8,49 ratings,83%,4
2589,Ginny Catania,Geology,4.4,8 ratings,93%,2.9
2590,Alicen Davis,Biology,0.0,0 ratings,100%,0
2591,Stacia Rodenbusch,Biology,5.0,2 ratings,100%,2
2592,Jonathan Kaplan,Middle Eastern Studies,4.4,34 ratings,86%,2.5
2593,Ronda Barnett,Advertising,0.0,0 ratings,N/A,0
2594,Sean LaBounty,Advertising,4.7,3 ratings,100%,4
2595,Cory Juhl,Philosophy,3.8,12 ratings,25%,2.5
2596,Bethany Albertson,Political Science,3.8,5 ratings,67%,2.4
2597,Inman Ramgolam,Communication,3.5,7 ratings,43%,3
2598,William Schwartz,Medicine,3.5,2 ratings,60%,3.5
2599,James Scott,Business,4.4,11 ratings,83%,3.5
2600,Colin Shanafelt,English,3.7,3 ratings,80%,4.3
2601,Patrick Carroll,Psychology,3.9,57 ratings,65%,3.4
2602,Jiwon Jeon,Sociology,2.9,19 ratings,47%,3.7
2603,Miguel Pinedo,Health Science,4.0,6 ratings,84%,1.5
2604,Daniel Kahozi,French & Italian,0.0,0 ratings,100%,0
2605,Elizabeth Keating,Linguistics,3.0,9 ratings,25%,1.6
2606,Hillary Procknow,Counseling,0.0,0 ratings,N/A,0
2607,David Mohrig,Geology,4.4,5 ratings,80%,3.8
2608,Amy Wright,Humanities,5.0,1 ratings,100%,2
2609,Simon Quiroz,Film,5.0,1 ratings,100%,2
2610,Keely Finkelstein,Astronomy,3.6,44 ratings,83%,2.7
2611,Rohitash Rao,Advertising,4.9,17 ratings,95%,2.2
2612,Charity-Joy Acchiardo,Economics,2.4,19 ratings,65%,3
2613,James Pope,Government,4.5,2 ratings,100%,3.5
2614,Megan Allen,Accounting,4.5,14 ratings,100%,3.4
2615,Lauretta Reeves,Psychology,4.1,66 ratings,69%,3.2
2616,Kendall Crowns,Science,5.0,3 ratings,100%,1.7
2617,David Junker,Advertising,4.2,31 ratings,95%,2.1
2618,Ash D'Harcourt,Communication,5.0,2 ratings,100%,3
2619,Sinan Dogramaci,Philosophy,4.2,18 ratings,71%,3.9
2620,Magdalena Bennett,Statistics,1.3,25 ratings,25%,4.2
2621,Jun Wang,Linguistics,0.0,0 ratings,N/A,0
2622,James Curley,Psychology,4.6,31 ratings,99%,2.9
2623,Abigail Burns,Writing,0.0,0 ratings,100%,0
2624,Jean Incorvia,Engineering,3.1,7 ratings,67%,4
2625,David Beaver,Linguistics,3.7,9 ratings,75%,3.4
2626,Elon Lang,Literature,4.2,24 ratings,90%,3.9
2627,Ben Delphine,Political Science,5.0,1 ratings,100%,2
2628,Lawrence Brownstein,Psychology,4.7,41 ratings,92%,1.6
2629,Kelsey Ellis,Anthropology,5.0,2 ratings,100%,3
2630,Kizzy Albritton,Education,5.0,1 ratings,100%,3
2631,Elena Caceras,Physics,1.0,1 ratings,0%,4
2632,Elena Caceres,Physics,3.6,9 ratings,64%,3.7
2633,Esbelle Jowers,Kinesiology amp Health,2.7,12 ratings,54%,3.1
2634,Jason Urban,Fine Arts,4.8,8 ratings,100%,2.5
2635,Jennifer McClearen,Film,4.2,22 ratings,83%,2.7
2636,Nathan Engel-Hawbecker,Philosophy,5.0,2 ratings,100%,3
2637,Lance Bertelsen,English,4.0,15 ratings,74%,3
2638,Megan Raby,Science,3.7,4 ratings,88%,3.5
2639,Monica Faulkner,Psychology,5.0,1 ratings,100%,4
2640,Luke Waring,Asian Studies,5.0,2 ratings,100%,2
2641,Irene Gamba,Mathematics,3.0,2 ratings,50%,4.5
2642,Timothy Perutz,Mathematics,3.5,22 ratings,58%,3.6
2643,Andres Donangelo,Finance,3.3,4 ratings,50%,4
2644,PRANAV SWAMINATHAN,Engineering,5.0,1 ratings,100%,2
2645,Oscar Casares,English,3.7,7 ratings,100%,3.1
2646,Katy McCarthy,Fine Arts,3.5,2 ratings,75%,3.5
2647,Theresa Martines,Mathematics,4.9,41 ratings,100%,2.3
2648,Jan Schneider,Finance,5.0,4 ratings,100%,3.8
2649,Nahid Siamdoust,Middle Eastern Studies,4.0,1 ratings,100%,5
2650,Tayfun Keskin,Management & Info Systems,3.0,6 ratings,50%,2.2
2651,Vijay Chidambaram,Computer Science,5.0,1 ratings,100%,4
2652,Anna Tenerani,Physics,4.5,2 ratings,100%,3.5
2653,Alexander Huth,Computer Science,0.0,0 ratings,100%,0
2654,Gregory Anderson,Computer Science,0.0,0 ratings,N/A,0
2655,Brent Waters,Computer Science,0.0,0 ratings,N/A,0
2656,Eun Kim,Languages,4.3,6 ratings,75%,3.2
2657,Lauren Gulbas,Social Work,5.0,16 ratings,100%,3
2658,Chad Seales,Religion,4.5,12 ratings,95%,2
2659,Robert Hammond,Business,5.0,1 ratings,100%,1
2660,Mihai Sirbu,Mathematics,4.0,8 ratings,78%,3
2661,John Hartigan,Anthropology,3.3,25 ratings,56%,3.4
2662,Efstathios Bakolas,Engineering,0.0,0 ratings,N/A,0
2663,Daniel Kramer,Information Studies,0.0,0 ratings,100%,0
2664,Laura Brown,Communication,5.0,6 ratings,100%,2.2
2665,Natalie Czimskey,Communication,5.0,30 ratings,100%,2.8
2666,Karen Rayne,Education,4.9,17 ratings,100%,1.7
2667,Yi-Chih Lin,Chemistry,5.0,1 ratings,50%,4
2668,Deborah Walker,Chemistry,3.3,111 ratings,56%,3.9
2669,Mina Ogando-Lavin,Spanish Portuguese,3.8,9 ratings,79%,2.9
2670,John Daly,Communication,4.7,99 ratings,99%,3.5
2671,Rabun Taylor,Classics,2.5,35 ratings,23%,3.7
2672,Narayana Aluru,Engineering,3.0,1 ratings,100%,4
2673,James Sulzer,Engineering,5.0,2 ratings,100%,3.5
2674,Daniel Bonevac,Philosophy,4.1,99 ratings,71%,2.9
2675,Nanshu Lu,Engineering,3.0,17 ratings,44%,4.1
2676,Xuan Ho,Film,1.0,1 ratings,50%,4
2677,Katherine Dunlop,Philosophy,0.0,0 ratings,100%,0
2678,Magda Simonet,Italian,5.0,1 ratings,100%,3
2679,Phillip Barrish,English,4.5,8 ratings,79%,2.4
2680,Omer Ozcan,Anthropology,4.1,8 ratings,100%,2.3
2681,Gregory Brooks,Civil Engineering,0.0,0 ratings,100%,0
2682,Maria Gonzalez,Management & Info Systems,4.3,4 ratings,80%,3.8
2683,Lucas Holt,Engineering,0.0,0 ratings,100%,0
2684,Jocelly Meiners,Spanish & Portuguese,5.0,12 ratings,100%,3.4
2685,Shuting Yao,Communication,0.0,0 ratings,N/A,0
2686,Leta Deithloff,First Year Experience,5.0,2 ratings,100%,2
2687,Adrianne Rosales,Chemistry,4.7,7 ratings,100%,3.1
2688,Enrique Aguayo,Education,0.0,0 ratings,100%,0
2689,Katie Bradford,Communication,4.7,9 ratings,100%,2.6
2690,Craig Blaha,Information Science,3.4,9 ratings,60%,2.6
2691,Kenneth Wisian,First Year Experience,4.2,5 ratings,84%,2.8
2692,Haiqing Xu,Economics,4.2,4 ratings,80%,3
2693,Sharon Jarvis,Communication,4.9,8 ratings,100%,3
2694,Patience Epps,Languages,4.2,7 ratings,100%,3
2695,Mohammad Mohammad,Languages,5.0,4 ratings,100%,2.8
2696,Raji Srinivasan,Marketing,0.0,0 ratings,N/A,0
2697,Jae Johnson,Languages,4.6,18 ratings,95%,1.9
2698,Bryan Norwood,Architecture,0.0,0 ratings,100%,0
2699,Kathryn Dabbs,Mathematics,4.0,19 ratings,83%,2.6
2700,Shao-Ying Cheng,Biology,2.9,34 ratings,62%,4.4
2701,Samuel Gosling,Psychology,3.3,17 ratings,69%,3.6
2702,Don Ruse,Management,2.0,14 ratings,53%,4.6
2703,Brandon Jones,Humanities,0.0,0 ratings,100%,0
2704,Colton Krawietz,Communication,3.5,4 ratings,50%,3.8
2705,Nishant Upadhyay,Languages,5.0,1 ratings,100%,4
2706,Mazen Diab,Engineering,3.0,28 ratings,57%,3.6
2707,Virginia Brown,Social Science,1.0,3 ratings,0%,1.7
2708,Saher Elsayed,Engineering,4.9,13 ratings,94%,3.5
2709,Patrick Walter,American Studies,4.4,7 ratings,93%,2.2
2710,Chris Kirk,Anthropology,4.6,62 ratings,90%,3.3
